CUSTID,GENDER,DOB,EDATE,AGE,AGEGRP1,AGEGRP2,TV_REG,NGROUP,NEIGHBORHOOD,LCDATE,ORGANICS,BILL,REGION,CLASS,ORGYN,AFFL,LTIME
0049361122,F,1950-07-05,1998-02-23,47,40-60,40-50,S & S East,B,12,1990-03-01,0,0.009999999999999998,South East,Tin,0,5,8
0049362145,M,1951-02-21,1998-02-23,47,40-60,40-50,N West,B,12,1996-07-11,0,3500,North,Silver,0,4,2
0049364709,M,1937-11-19,1998-02-23,60,60-80,60-70,Wales & West,C,19,1991-03-07,0,3000,Midlands,Silver,0,15,7
0049377762,,1942-03-30,1998-02-23,55,40-60,50-60,Midlands,C,19,1990-03-20,0,6350,Midlands,Gold,0,13,8
0049378785,F,1944-02-06,1998-02-23,54,40-60,50-60,,F,52,1990-04-01,1,0.009999999999999998,,Tin,1,9,8
0049379846,F,1957-09-06,1998-02-23,40,40-60,40-50,Midlands,F,53,1991-08-22,0,0.009999999999999998,Midlands,Tin,0,13,7
0049381417,F,1949-09-29,1998-02-23,48,40-60,40-50,Wales & West,C,17,1993-12-14,0,0.009999999999999998,Midlands,Tin,0,14,5
0049385005,M,1927-11-16,1998-02-23,70,60-80,70-80,Midlands,D,30,1987-03-31,0,6052.82,Midlands,Gold,0,12,11
0049385528,M,1957-01-22,1998-02-23,41,40-60,40-50,East,D,27,1994-02-07,0,0.009999999999999998,Midlands,Tin,0,13,5
0049386850,U,1928-04-11,1998-02-23,69,60-80,60-70,N East,B,05,1987-10-01,0,120,North,Silver,0,3,11
0049394209,F,1959-10-18,1998-02-23,38,20-40,30-40,N West,E,38,1990-05-01,1,0.009999999999999998,North,Tin,1,10,8
0049402864,M,1935-02-16,1998-02-23,63,60-80,60-70,London,B,12,1996-06-13,0,6000,South East,Gold,0,9,2
0049404450,F,1926-11-22,1998-02-23,71,60-80,70-80,N West,B,12,1993-02-15,1,4000,North,Silver,1,10,6
0049406037,F,1958-03-02,1998-02-23,40,40-60,40-50,Wales & West,C,23,1989-12-19,1,550,Midlands,Silver,1,15,9
0049413653,,1919-08-10,1998-02-23,78,60-80,70-80,N West,D,30,1991-05-03,1,2500,North,Silver,1,10,7
0049415184,M,1923-11-28,1998-02-23,74,60-80,70-80,Midlands,C,24,1996-04-04,0,6000,Midlands,Gold,0,,2
0049425325,M,1962-03-14,1998-02-23,35,20-40,30-40,London,B,10,1993-02-24,1,2000,South East,Silver,1,10,5
0049427867,F,1956-06-11,1998-02-23,41,40-60,40-50,East,E,38,1996-07-15,1,2000,Midlands,Silver,1,7,2
0049435070,F,1930-06-12,1998-02-23,67,60-80,60-70,N West,C,17,1996-03-27,0,2000,North,Silver,0,6,2
0049438605,F,1947-06-29,1998-02-23,50,40-60,50-60,Midlands,F,50,1994-11-09,0,0.009999999999999998,Midlands,Tin,0,10,4
0049442149,F,1926-09-24,1998-02-23,71,60-80,70-80,N West,C,25,1993-09-18,0,0.009999999999999998,North,Tin,0,13,5
0049445164,F,1919-11-23,1998-02-23,78,60-80,70-80,London,C,25,1993-06-23,0,2500,South East,Silver,0,12,5
0049447698,F,1937-10-25,1998-02-23,60,60-80,60-70,S & S East,E,38,1986-01-01,0,6000,South East,Gold,0,8,13
0049448708,U,1934-02-03,1998-02-23,64,60-80,60-70,N West,D,32,1993-09-24,0,2500,North,Silver,0,12,5
0049449208,F,1924-05-12,1998-02-23,73,60-80,70-80,Wales & West,A,02,1974-01-28,0,33700,Midlands,Platinum,0,13,25
0049450737,F,1932-01-18,1998-02-23,66,60-80,60-70,S & S East,B,06,1982-04-30,0,2000,South East,Silver,0,11,16
0049451750,,1932-06-13,1998-02-23,65,60-80,60-70,Midlands,B,12,1993-02-20,0,1000,Midlands,Silver,0,10,6
0049453264,,1946-05-25,1998-02-23,51,40-60,50-60,London,D,27,1991-09-01,0,0.009999999999999998,South East,Tin,0,11,7
0049453760,F,1951-01-25,1998-02-23,47,40-60,40-50,N West,B,12,1993-10-02,0,0.009999999999999998,North,Tin,0,7,5
0049456832,U,1955-07-03,1998-02-23,42,40-60,40-50,S & S East,D,28,1990-08-01,0,0.009999999999999998,South East,Tin,0,16,8
0049457367,M,1949-05-21,1998-02-23,48,40-60,40-50,Midlands,E,45,1997-06-30,0,4000,Midlands,Silver,0,9,1
0049458371,F,1938-04-10,1998-02-23,59,40-60,50-60,London,C,25,1990-07-23,0,600.01,South East,Silver,0,6,8
0049462891,F,1941-03-18,1998-02-23,56,40-60,50-60,London,C,19,1992-01-30,0,4036,South East,Silver,0,6,7
0049466463,U,1961-03-19,1998-02-23,36,20-40,30-40,East,F,47,1994-02-08,1,0.009999999999999998,Midlands,Tin,1,14,5
0049473680,,1952-12-27,1998-02-23,,,,Yorkshire,D,30,1994-02-11,0,1000.01,North,Silver,0,6,5
0049474180,M,1929-10-02,1998-02-23,68,60-80,60-70,London,A,01,1993-09-20,0,5500.01,South East,Gold,0,4,5
0049475721,F,1928-06-26,1998-02-23,69,60-80,60-70,S & S East,A,02,1992-12-30,1,6000,South East,Gold,1,6,6
0049479832,M,1936-06-19,1998-02-23,61,60-80,60-70,C Scotland,A,02,1993-01-20,0,9000,Scottish,Gold,0,11,6
0049480890,M,1923-11-02,1998-02-23,74,60-80,70-80,Midlands,E,43,1993-04-05,0,1500,Midlands,Silver,0,7,5
0049482426,F,1932-09-12,1998-02-23,65,60-80,60-70,Midlands,C,24,1991-01-14,0,1000,Midlands,Silver,0,10,8
0049484984,F,1931-05-25,1998-02-23,66,60-80,60-70,East,B,11,1988-12-21,0,10842.119999999999,Midlands,Gold,0,6,10
0049488041,F,1934-06-04,1998-02-23,63,60-80,60-70,London,C,19,1997-03-21,1,6000,South East,Gold,1,11,1
0049491123,F,1925-02-27,1998-02-23,73,60-80,70-80,N West,D,27,1993-09-20,0,0.009999999999999998,North,Tin,0,9,5
0049492650,M,1972-11-18,1998-02-23,25,20-40,20-30,N East,B,05,1997-11-06,0,2000,North,Silver,0,8,1
0049493657,F,1949-11-14,1998-02-23,48,40-60,40-50,London,C,20,1990-09-03,0,3052.66,South East,Silver,0,7,8
0049494157,F,1920-08-19,1998-02-23,77,60-80,70-80,S & S East,D,34,1977-08-01,0,1000,South East,Silver,0,2,21
0049499272,F,1957-08-18,1998-02-23,40,40-60,40-50,Wales & West,F,52,1990-06-01,1,0.009999999999999998,Midlands,Tin,1,11,8
0049500807,M,1948-05-26,1998-02-23,,,,London,E,41,1990-06-01,0,0.009999999999999998,South East,Tin,0,11,8
0049503822,M,1948-04-16,1998-02-23,49,40-60,40-50,Midlands,C,19,1990-02-14,0,7600,Midlands,Gold,0,5,9
0049509898,F,1955-10-18,1998-02-23,42,40-60,40-50,London,C,26,1991-10-18,0,5424,South East,Gold,0,8,7
0049510390,,1953-12-08,1998-02-23,44,40-60,40-50,East,E,44,1994-02-02,2,6000,Midlands,Gold,1,20,5
0049510896,M,1938-08-09,1998-02-23,59,40-60,50-60,Yorkshire,B,08,1991-03-01,0,0.009999999999999998,North,Tin,0,9,7
0049511426,U,1947-11-10,1998-02-23,50,40-60,50-60,London,B,12,1968-10-14,0,9000,South East,Gold,0,6,30
0049516495,F,1948-12-31,1998-02-23,49,40-60,40-50,East,F,47,1991-03-01,1,0.009999999999999998,Midlands,Tin,1,8,7
0049520018,M,1955-01-07,1998-02-23,43,40-60,40-50,S & S East,A,02,1994-02-12,0,0.009999999999999998,South East,Tin,0,2,5
0049521057,M,1920-08-27,1998-02-23,77,60-80,70-80,London,A,01,1991-03-20,0,12158.669999999998,South East,Gold,0,13,7
0049521553,F,1918-07-31,1998-02-23,79,60-80,70-80,S & S East,C,22,1997-04-18,0,4000,South East,Silver,0,6,1
0049525630,F,1936-03-30,1998-02-23,61,60-80,60-70,N East,F,52,1990-02-10,0,1000,North,Silver,0,,9
0049526130,F,1950-11-07,1998-02-23,47,40-60,40-50,London,B,12,1993-09-17,0,0.009999999999999998,South East,Tin,0,9,5
0049526636,,1934-04-23,1998-02-23,63,60-80,60-70,Wales & West,C,23,1991-01-14,0,3000,Midlands,Silver,0,8,8
0049531710,F,1955-04-13,1998-02-23,42,40-60,40-50,Yorkshire,C,22,1988-06-11,1,100,North,Silver,1,13,10
0049536380,M,1921-09-24,1998-02-23,76,60-80,70-80,S West,B,15,1991-04-04,0,8400,South West,Gold,0,10,7
0049536909,F,1924-06-25,1998-02-23,73,60-80,70-80,London,B,10,1993-03-23,1,6053.349999999999,South East,Gold,1,5,5
0049538987,F,1963-06-20,1998-02-23,34,20-40,30-40,London,D,27,1994-03-09,0,0.009999999999999998,South East,Tin,0,9,4
0049540981,F,1942-08-26,1998-02-23,55,40-60,50-60,S & S East,C,24,1993-02-05,0,5178.5,South East,Gold,0,7,6
0049541503,M,1923-10-06,1998-02-23,74,60-80,70-80,East,D,30,1996-04-03,0,6000,Midlands,Gold,0,9,2
0049545002,F,1936-03-28,1998-02-23,61,60-80,60-70,C Scotland,D,35,1988-02-03,0,12000,Scottish,Gold,0,10,11
0049550030,M,1930-07-13,1998-02-23,67,60-80,60-70,Midlands,B,14,1987-10-20,1,50,Midlands,Silver,1,9,11
0049556225,,1937-02-17,1998-02-23,,,,N West,C,17,1994-02-19,0,420,North,Silver,0,3,5
0049557221,F,1918-10-19,1998-02-23,79,60-80,70-80,N East,B,06,1991-03-25,1,12158.669999999998,North,Gold,1,13,7
0049565801,F,1956-07-13,1998-02-23,41,40-60,40-50,N East,C,17,1994-02-10,0,1420,North,Silver,0,12,5
0049566301,M,1923-05-21,1998-02-23,74,60-80,70-80,Wales & West,C,18,1991-05-01,0,5000,Midlands,Silver,0,9,7
0049570910,,1938-09-19,1998-02-23,59,40-60,50-60,S & S East,A,02,1993-11-06,0,0.009999999999999998,South East,Tin,0,17,5
0049573499,F,1941-01-30,1998-02-23,57,40-60,50-60,London,A,01,1994-02-15,1,30937.6,South East,Platinum,1,17,5
0049574002,M,1921-04-05,1998-02-23,76,60-80,70-80,London,C,20,1993-11-02,0,6000,South East,Gold,0,10,5
0049575041,,1939-12-31,1998-02-23,58,40-60,50-60,S & S East,D,30,1993-09-02,0,1500,South East,Silver,0,5,5
0049576552,F,1963-04-15,1998-02-23,,,,London,C,20,1991-10-01,1,0.009999999999999998,South East,Tin,1,5,7
0049582684,M,1945-10-26,1998-02-23,52,40-60,50-60,,B,14,1988-08-04,2,15000,,Gold,1,16,10
0049583206,F,1923-02-08,1998-02-23,75,60-80,70-80,N West,D,34,1992-03-09,0,6053.349999999999,North,Gold,0,10,6
0049585730,F,1957-02-03,1998-02-23,41,40-60,40-50,S & S East,C,19,1991-01-29,0,3000,South East,Silver,0,6,8
0049586230,F,1963-12-18,1998-02-23,34,20-40,30-40,Midlands,D,34,1994-02-23,0,0.009999999999999998,Midlands,Tin,0,8,5
0049592299,M,1930-06-29,1998-02-23,67,60-80,60-70,Midlands,C,16,1987-10-07,0,0.009999999999999998,Midlands,Tin,0,9,11
0049592817,M,1928-12-21,1998-02-23,,,,London,A,04,1991-02-11,0,2781.25,South East,Silver,0,7,8
0049594836,M,1940-04-06,1998-02-23,57,40-60,50-60,East,D,28,1996-06-07,1,6000,Midlands,Gold,1,12,2
0049600402,,1949-05-12,1998-02-23,48,40-60,40-50,N East,D,35,1990-11-07,0,480,North,Silver,0,8,8
0049603940,F,1945-09-25,1998-02-23,52,40-60,50-60,East,F,53,1989-12-01,0,55.01,Midlands,Silver,0,11,9
0049604459,F,1963-09-28,1998-02-23,34,20-40,30-40,London,D,32,1994-09-28,1,0.009999999999999998,South East,Tin,1,11,4
0049605978,F,1943-12-17,1998-02-23,54,40-60,50-60,Midlands,D,27,1990-02-22,0,14000,Midlands,Gold,0,11,9
0049606486,,1931-07-01,1998-02-23,66,60-80,60-70,East,A,01,1991-01-07,0,9000,Midlands,Gold,0,7,8
0049612672,F,1952-05-10,1998-02-23,45,40-60,40-50,S & S East,B,12,1993-05-04,0,5000,South East,Silver,0,5,5
0049623330,M,1926-08-08,1998-02-23,71,60-80,70-80,Midlands,D,32,1996-03-22,0,9000,Midlands,Gold,0,7,2
0049624840,M,1931-11-20,1998-02-23,66,60-80,60-70,,E,38,1994-07-28,0,1500,,Silver,0,11,4
0049625340,F,1924-06-30,1998-02-23,73,60-80,70-80,London,C,19,1977-12-01,0,10000,South East,Gold,0,7,21
0049626347,U,1947-02-04,1998-02-23,51,40-60,50-60,London,A,04,1987-10-01,0,240,South East,Silver,0,13,11
0049626843,F,1933-02-05,1998-02-23,65,60-80,60-70,Midlands,E,42,1995-11-22,1,3000,Midlands,Silver,1,9,3
0049627343,F,1962-03-25,1998-02-23,35,20-40,30-40,London,F,52,1990-06-01,3,0.009999999999999998,South East,Tin,1,21,8
0049628358,M,1935-02-06,1998-02-23,63,60-80,60-70,Midlands,E,37,1990-02-22,0,750,Midlands,Silver,0,15,9
0049630867,,1941-02-25,1998-02-23,57,40-60,50-60,Yorkshire,C,23,1993-09-22,0,0.009999999999999998,North,Tin,0,9,5
0049631367,F,1956-02-21,1998-02-23,42,40-60,40-50,Wales & West,C,24,1992-04-01,1,0.009999999999999998,Midlands,Tin,1,12,6
0049633394,F,1931-01-19,1998-02-23,67,60-80,60-70,S & S East,D,30,1994-05-19,0,5000,South East,Silver,0,9,4
0049635419,F,1963-03-17,1998-02-23,34,20-40,30-40,Wales & West,F,50,1988-05-04,1,0.009999999999999998,Midlands,Tin,1,9,10
0049638973,F,1955-12-22,1998-02-23,42,40-60,40-50,C Scotland,B,10,1994-02-12,0,0.009999999999999998,Scottish,Tin,0,7,5
0049643080,F,1935-10-05,1998-02-23,62,60-80,60-70,,C,24,1992-12-08,0,21000,,Platinum,0,5,6
0049645627,U,1928-09-13,1998-02-23,69,60-80,60-70,S West,F,49,1991-06-18,0,3000,South West,Silver,0,5,7
0049648154,M,1944-12-12,1998-02-23,53,40-60,50-60,N West,D,32,1994-06-01,0,0.009999999999999998,North,Tin,0,7,4
0049649169,F,1974-12-28,1998-02-23,23,20-40,20-30,N West,F,47,1997-05-28,1,420,North,Silver,1,8,1
0049651244,M,1950-08-25,1998-02-23,47,40-60,40-50,East,C,16,1991-03-12,0,6105.32,Midlands,Gold,0,5,7
0049652828,F,1963-10-04,1998-02-23,34,20-40,30-40,N East,C,22,1990-02-01,0,0.009999999999999998,North,Tin,0,4,9
0049656009,M,1950-10-13,1998-02-23,47,40-60,40-50,London,F,53,1992-06-01,0,0.009999999999999998,South East,Tin,0,9,6
0049658060,,1967-03-22,1998-02-23,30,20-40,30-40,London,B,07,1997-04-02,0,2000,South East,Silver,0,9,1
0049662238,F,1952-03-07,1998-02-23,45,40-60,40-50,London,A,04,1996-06-26,0,12000,South East,Gold,0,7,2
0049664311,M,1939-08-29,1998-02-23,58,40-60,50-60,S West,B,11,1995-01-23,0,15000,South West,Gold,0,9,4
0049668392,F,1942-07-27,1998-02-23,55,40-60,50-60,Wales & West,C,24,1988-10-10,0,100,Midlands,Silver,0,8,10
0049673582,U,1948-09-24,1998-02-23,49,40-60,40-50,London,C,25,1990-04-01,0,0.019999999999999997,South East,Silver,0,7,8
0049675593,F,1936-04-29,1998-02-23,61,60-80,60-70,Midlands,F,51,1987-01-27,0,6000,Midlands,Gold,0,7,12
0049676140,,1952-04-20,1998-02-23,45,40-60,40-50,N East,F,52,1995-05-24,0,1000,North,Silver,0,10,3
0049677707,M,1930-08-31,1998-02-23,67,60-80,60-70,London,D,30,1972-09-15,0,4000,South East,Silver,0,5,26
0049678223,F,1947-09-30,1998-02-23,50,40-60,50-60,Midlands,C,16,1994-01-10,0,0.009999999999999998,Midlands,Tin,0,11,5
0049678720,F,1958-11-02,1998-02-23,39,20-40,30-40,London,D,29,1991-07-17,1,6000,South East,Gold,1,14,7
0049679734,F,1934-04-02,1998-02-23,63,60-80,60-70,Ulster,,,1997-05-15,0,1000,Midlands,Silver,0,8,1
0049683316,,1946-02-19,1998-02-23,52,40-60,50-60,N West,B,12,1988-03-01,0,1000,North,Silver,0,7,10
0049684355,F,1936-05-05,1998-02-23,61,60-80,60-70,N West,A,01,1995-03-02,0,5035.94,North,Gold,0,8,3
0049685408,F,1940-08-15,1998-02-23,57,40-60,50-60,N West,B,12,1994-02-14,0,600,North,Silver,0,11,5
0049694253,F,1949-11-16,1998-02-23,48,40-60,40-50,Wales & West,D,35,1990-05-01,0,0.009999999999999998,Midlands,Tin,0,9,8
0049694806,F,1936-10-31,1998-02-23,61,60-80,60-70,N East,D,27,1990-06-01,0,0.009999999999999998,North,Tin,0,11,8
0049695314,F,1943-12-18,1998-02-23,54,40-60,50-60,S & S East,C,22,1992-06-01,1,0.009999999999999998,South East,Tin,1,9,6
0049698879,F,1963-01-17,1998-02-23,35,20-40,30-40,N West,B,10,1990-07-01,3,0.009999999999999998,North,Tin,1,14,8
0049703007,,1945-12-07,1998-02-23,52,40-60,50-60,Wales & West,A,04,1988-06-08,0,0.009999999999999998,Midlands,Tin,0,2,10
0049703503,F,1938-08-04,1998-02-23,59,40-60,50-60,London,A,04,1990-06-01,0,6000.01,South East,Gold,0,8,8
0049708637,F,1927-02-11,1998-02-23,71,60-80,70-80,S & S East,D,30,1992-05-29,0,6053.349999999999,South East,Gold,0,3,6
0049711220,M,1941-12-10,1998-02-23,56,40-60,50-60,,C,24,1997-03-26,0,6000,,Gold,0,4,1
0049713835,U,1962-04-05,1998-02-23,35,20-40,30-40,N West,F,53,1991-05-17,0,3000,North,Silver,0,4,7
0049714378,M,1926-03-04,1998-02-23,72,60-80,70-80,Midlands,C,20,1990-02-27,0,4884.25,Midlands,Silver,0,5,8
0049716915,F,1947-09-24,1998-02-23,50,40-60,50-60,C Scotland,A,01,1997-09-05,0,8112.07,Scottish,Gold,0,5,1
0049717423,F,1946-04-20,1998-02-23,51,40-60,50-60,Wales & West,D,35,1994-01-12,0,0.009999999999999998,Midlands,Tin,0,7,5
0049718446,F,1963-12-13,1998-02-23,34,20-40,30-40,London,C,25,1990-10-24,1,300,South East,Silver,1,16,8
0049718942,F,1955-09-05,1998-02-23,42,40-60,40-50,Border,F,53,1996-03-25,1,6000,Scottish,Gold,1,16,2
0049720475,F,1955-10-21,1998-02-23,42,40-60,40-50,London,B,14,1990-07-01,0,420.01,South East,Silver,0,6,8
0049722010,F,1956-09-01,1998-02-23,41,40-60,40-50,Wales & West,D,32,1992-05-01,0,0.009999999999999998,Midlands,Tin,0,11,6
0049724047,M,1960-09-25,1998-02-23,37,20-40,30-40,Midlands,A,02,1997-01-27,1,1750,Midlands,Silver,1,12,2
0049727151,,1946-08-13,1998-02-23,51,40-60,50-60,East,C,19,1991-04-04,0,6105.32,Midlands,Gold,0,8,7
0049732872,F,1924-09-10,1998-02-23,73,60-80,70-80,,A,04,1991-04-03,0,8052.66,,Gold,0,9,7
0049735987,U,1946-08-21,1998-02-23,51,40-60,50-60,N West,F,53,1994-07-06,0,4000,North,Silver,0,5,4
0049737505,M,1954-03-20,1998-02-23,43,40-60,40-50,C Scotland,D,35,1994-01-31,0,0.009999999999999998,Scottish,Tin,0,8,5
0049743076,F,1944-09-12,1998-02-23,53,40-60,50-60,Wales & West,F,49,1994-05-19,0,3000,Midlands,Silver,0,10,4
0049749333,,1943-10-28,1998-02-23,54,40-60,50-60,Yorkshire,C,20,1989-05-09,0,3000,North,Silver,0,9,9
0049760868,F,1957-03-25,1998-02-23,40,40-60,40-50,Midlands,E,38,1995-03-08,1,12000,Midlands,Gold,1,12,3
0049765509,F,1936-07-25,1998-02-23,61,60-80,60-70,Midlands,C,25,1991-03-01,1,0.009999999999999998,Midlands,Tin,1,10,7
0049768036,M,1929-01-12,1998-02-23,69,60-80,60-70,London,C,25,1997-05-31,0,1000,South East,Silver,0,11,1
0049770626,F,1947-02-02,1998-02-23,51,40-60,50-60,Wales & West,C,20,1990-06-01,1,0.009999999999999998,Midlands,Tin,1,6,8
0049771649,F,1943-09-02,1998-02-23,54,40-60,50-60,East,D,32,1993-01-26,2,6000,Midlands,Gold,1,15,6
0049774737,F,1942-04-20,1998-02-23,55,40-60,50-60,Midlands,C,20,1997-10-09,0,420,Midlands,Silver,0,6,1
0049775245,U,1956-05-04,1998-02-23,41,40-60,40-50,S & S East,C,19,1990-06-01,0,0.009999999999999998,South East,Tin,0,5,8
0049777825,F,1968-03-29,1998-02-23,29,20-40,20-30,C Scotland,F,51,1990-06-22,0,1450,Scottish,Silver,0,7,8
0049779372,F,1946-12-13,1998-02-23,51,40-60,50-60,Midlands,B,08,1993-10-01,2,0.009999999999999998,Midlands,Tin,1,12,5
0049783922,F,1962-04-18,1998-02-23,35,20-40,30-40,Midlands,D,34,1990-02-01,1,300,Midlands,Silver,1,,9
0049786930,U,1938-12-15,1998-02-23,,,,London,D,32,1994-11-17,0,12000,South East,Gold,0,7,4
0049791593,M,1954-04-24,1998-02-23,43,40-60,40-50,C Scotland,E,41,1990-08-01,0,0.009999999999999998,Scottish,Tin,0,,8
0049796749,,1965-01-01,1998-02-23,33,20-40,30-40,London,D,34,1990-07-01,1,0.009999999999999998,South East,Tin,1,10,8
0049800894,,1927-03-18,1998-02-23,70,60-80,70-80,London,B,14,1997-11-21,0,2000,South East,Silver,0,11,1
0049806035,,1939-09-07,1998-02-23,58,40-60,50-60,London,C,21,1990-03-01,0,0.009999999999999998,South East,Tin,0,12,8
0049806531,F,1962-03-30,1998-02-23,35,20-40,30-40,N East,F,52,1994-07-13,2,1000,North,Silver,1,17,4
0049808623,F,1932-07-28,1998-02-23,65,60-80,60-70,London,B,12,1993-06-15,0,5000,South East,Silver,0,9,5
0049809670,F,1931-09-29,1998-02-23,66,60-80,60-70,London,B,10,1990-07-01,0,0.009999999999999998,South East,Tin,0,18,8
0049810172,F,1941-07-23,1998-02-23,56,40-60,50-60,London,E,41,1993-09-25,1,0.009999999999999998,South East,Tin,1,14,5
0049814828,F,1941-04-01,1998-02-23,56,40-60,50-60,Midlands,F,51,1963-11-01,0,48,Midlands,Silver,0,6,35
0049816901,F,1954-07-17,1998-02-23,43,40-60,40-50,N West,C,17,1991-03-01,0,0.009999999999999998,North,Tin,0,5,7
0049820623,M,1934-10-13,1998-02-23,63,60-80,60-70,S & S East,B,14,1995-12-04,0,9000,South East,Gold,0,,3
0049829043,M,1941-02-18,1998-02-23,57,40-60,50-60,C Scotland,B,10,1993-09-26,0,6000.01,Scottish,Gold,0,8,5
0049831188,M,1936-05-23,1998-02-23,61,60-80,60-70,London,B,07,1987-08-25,0,12160.989999999998,South East,Gold,0,5,11
0049842198,F,1948-03-18,1998-02-23,49,40-60,40-50,Wales & West,C,25,1993-06-03,1,6000,Midlands,Gold,1,7,5
0049848900,M,1926-09-12,1998-02-23,71,60-80,70-80,Midlands,D,34,1990-05-26,0,0.009999999999999998,Midlands,Tin,0,7,8
0049852029,M,1959-02-14,1998-02-23,39,20-40,30-40,London,B,09,1992-02-03,1,3000,South East,Silver,1,,7
0049853580,M,1924-06-12,1998-02-23,73,60-80,70-80,East,E,37,1990-07-01,0,0.009999999999999998,Midlands,Tin,0,7,8
0049854595,M,1948-12-01,1998-02-23,49,40-60,40-50,S & S East,A,04,1992-04-01,0,53.8,South East,Silver,0,11,6
0049856121,,1927-09-27,1998-02-23,70,60-80,70-80,London,A,04,,0,12053.349999999999,South East,Gold,0,5,
0049859180,F,1930-09-18,1998-02-23,67,60-80,60-70,London,A,04,1992-03-13,0,3000,South East,Silver,0,13,6
0049860749,U,1952-09-01,1998-02-23,45,40-60,40-50,Midlands,C,24,1994-03-28,0,4000,Midlands,Silver,0,11,4
0049865341,U,1930-03-24,1998-02-23,67,60-80,60-70,Wales & West,D,27,1993-09-29,0,0.009999999999999998,Midlands,Tin,0,9,5
0049867000,F,1969-05-26,1998-02-23,28,20-40,20-30,Wales & West,F,51,1992-06-25,1,6000,Midlands,Gold,1,12,6
0049871155,,1941-03-31,1998-02-23,56,40-60,50-60,London,C,22,1994-07-26,0,600,South East,Silver,0,11,4
0049880820,F,1932-07-01,1998-02-23,65,60-80,60-70,Wales & West,C,17,1994-02-21,1,1000,Midlands,Silver,1,3,5
0049881320,M,1941-01-03,1998-02-23,57,40-60,50-60,Wales & West,C,19,1990-11-05,0,12140.779999999999,Midlands,Gold,0,3,8
0049881843,F,1957-02-21,1998-02-23,41,40-60,40-50,London,F,53,1990-05-17,1,6000.01,South East,Gold,1,8,8
0049885938,F,1947-10-11,1998-02-23,50,40-60,50-60,N East,C,20,1990-08-01,0,200,North,Silver,0,4,8
0049888970,M,1955-06-27,1998-02-23,42,40-60,40-50,London,A,04,1996-04-27,0,55125,South East,Platinum,0,5,2
0049891504,F,1941-12-03,1998-02-23,,,,East,F,51,1990-03-01,0,50.01,Midlands,Silver,0,12,8
0049893043,,1946-04-02,1998-02-23,51,40-60,50-60,N West,B,12,1991-01-10,0,3000,North,Silver,0,7,8
0049895615,F,1918-09-30,1998-02-23,79,60-80,70-80,Midlands,E,41,1986-02-05,0,3000,Midlands,Silver,0,6,13
0049897677,,1953-03-28,1998-02-23,44,40-60,40-50,Yorkshire,D,34,1994-02-09,0,0.009999999999999998,North,Tin,0,3,5
0049900813,M,1935-05-23,1998-02-23,62,60-80,60-70,N West,B,12,1993-10-20,0,1000,North,Silver,0,5,5
0049906498,M,1939-05-31,1998-02-23,58,40-60,50-60,Ulster,,,1986-02-19,0,3000,Midlands,Silver,0,7,13
0049911068,F,1925-09-06,1998-02-23,72,60-80,70-80,London,A,04,1969-04-16,0,6105.32,South East,Gold,0,11,29
0049915772,F,1957-09-06,1998-02-23,40,40-60,40-50,N West,B,12,1996-03-14,0,3000,North,Silver,0,8,2
0049920431,F,1954-04-05,1998-02-23,43,40-60,40-50,London,E,41,1991-04-01,0,0.009999999999999998,South East,Tin,0,10,7
0049923015,U,1932-04-27,1998-02-23,65,60-80,60-70,S & S East,B,08,1990-01-01,0,24500,South East,Platinum,0,4,9
0049924577,F,1971-01-05,1998-02-23,27,20-40,20-30,Yorkshire,F,52,1993-02-08,1,0.009999999999999998,North,Tin,1,10,6
0049926634,F,1924-02-28,1998-02-23,74,60-80,70-80,S & S East,,,1992-06-30,0,7000,South East,Gold,0,8,6
0049927630,F,1943-01-18,1998-02-23,55,40-60,50-60,Midlands,E,39,1985-12-11,1,500,Midlands,Silver,1,14,13
0049932740,F,1950-10-27,1998-02-23,47,40-60,40-50,East,F,53,1994-01-08,0,0.009999999999999998,Midlands,Tin,0,9,5
0049933754,F,1944-11-01,1998-02-23,53,40-60,50-60,East,D,35,1994-02-16,0,4000,Midlands,Silver,0,11,5
0049936842,F,1924-03-18,1998-02-23,,,,London,C,25,1994-01-08,1,0.009999999999999998,South East,Tin,1,10,5
0049941960,F,1957-01-03,1998-02-23,41,40-60,40-50,S & S East,D,34,1990-01-01,0,0.009999999999999998,South East,Tin,0,11,9
0049946031,F,1921-04-09,1998-02-23,76,60-80,70-80,S West,B,11,1983-01-26,0,600,South West,Silver,0,6,16
0049949138,M,1923-09-18,1998-02-23,74,60-80,70-80,S West,E,37,1997-05-30,0,6000,South West,Gold,0,8,1
0049950187,F,1954-07-02,1998-02-23,43,40-60,40-50,C Scotland,B,12,1997-10-23,0,3000,Scottish,Silver,0,4,1
0049950691,,1950-03-09,1998-02-23,47,40-60,40-50,C Scotland,A,04,1990-01-01,0,0.009999999999999998,Scottish,Tin,0,5,9
0049951736,U,1956-03-13,1998-02-23,41,40-60,40-50,London,C,22,1993-12-15,0,0.009999999999999998,South East,Tin,0,7,5
0049953780,M,1963-11-12,1998-02-23,34,20-40,30-40,London,B,12,1996-05-13,0,13000,South East,Gold,0,7,2
0049959427,F,1923-12-01,1998-02-23,74,60-80,70-80,Wales & West,C,17,1997-11-19,0,10000,Midlands,Gold,0,10,1
